Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	RNA-seqG
Chr1:65691871-65705338	1	65691871	65705338	+	null					Not found	0	1.4012415
Chr1:65741774-65757002	1	65741774	65757002	+	null					Not found	0	1.8750008
Chr1:65781551-65799210	1	65781551	65799210	-	null					Not found	0	2.7517788
Chr1:65845364-65858953	1	65845364	65858953	-	null					Not found	0	2.9664967
Chr1:66214239-66215268	1	66214239	66215268	+	null					Not found	0	0.49097642
Chr1:66221129-66256881	1	66221129	66256881	+	null					Not found	0	1.2373711
Chr1:66894908-66904957	1	66894908	66904957	-	null					Not found	0	1.3562964
Chr1:69615559-69626839	1	69615559	69626839	-	null					Not found	0	0.4133938
Chr1:69673020-69676762	1	69673020	69676762	-	null					Not found	0	0.50651014
Chr1:69676943-69680799	1	69676943	69680799	-	null					Not found	0	0.4663041
Chr1:69681102-69684780	1	69681102	69684780	-	null					Not found	0	1.3141845
Chr1:69825053-69829332	1	69825053	69829332	+	null					Not found	0	0.06921245
Chr1:69841867-69847840	1	69841867	69847840	-	null					Not found	0	1.1032978
Chr1:69853574-69859328	1	69853574	69859328	-	null					Not found	0	1.2894081
Chr1:69958492-69978845	1	69958492	69978845	+	null					Not found	0	1.1091081
Chr1:69978701-69994906	1	69978701	69994906	-	null					Not found	0	11.780938
Chr1:69988672-70021957	1	69988672	70021957	+	null					Not found	0	6.257631
Chr1:70037396-70038461	1	70037396	70038461	+	null					Not found	0	1.1909512
Chr1:70179388-70180484	1	70179388	70180484	+	null					Not found	0	0.70402193
Chr1:70181328-70182938	1	70181328	70182938	+	null					Not found	0	0.61468166
Chr1:70187210-70188217	1	70187210	70188217	+	null					Not found	0	0.72839826
Chr1:70189989-70192662	1	70189989	70192662	+	null					Not found	0	0.7105831
Chr1:70198418-70201059	1	70198418	70201059	+	null					Not found	0	0.70317215
Chr1:70202038-70210610	1	70202038	70210610	+	null					Not found	0	2.692971
Chr1:70210843-70237446	1	70210843	70237446	-	null					Not found	0	27.508356
Chr1:70244905-70259152	1	70244905	70259152	-	null					Not found	0	0.46170732
Chr1:70259259-70266967	1	70259259	70266967	-	null					Not found	0	1.3677062
Chr1:70267084-70270725	1	70267084	70270725	-	null					Not found	0	2.9240644
Chr1:71114033-71135750	1	71114033	71135750	+	null					Not found	0	0.74541533
Chr1:71165515-71178950	1	71165515	71178950	+	null					Not found	0	0.97197676
Chr1:71182908-71184790	1	71182908	71184790	+	null					Not found	0	1.5563219
Chr1:71186313-71189255	1	71186313	71189255	+	null					Not found	0	0.28543037
Chr1:71206879-71225000	1	71206879	71225000	+	null					Not found	0	0.14735103
Chr1:71244318-71262458	1	71244318	71262458	-	null					Not found	0	0.52475274
Chr1:71270128-71290290	1	71270128	71290290	+	null					Not found	0	1.2445991
Chr1:71379656-71400566	1	71379656	71400566	+	null					Not found	0	3.6708655
Chr1:71434824-71446175	1	71434824	71446175	-	null					Not found	0	0.65255886
Chr1:72293643-72311961	1	72293643	72311961	+	null					Not found	0	7.8340797
Chr1:72312275-72329808	1	72312275	72329808	+	null					Not found	0	6.678421
Chr1:72331254-72335317	1	72331254	72335317	+	null					Not found	0	4.6462846
Chr1:72338472-72340620	1	72338472	72340620	+	null					Not found	0	8.653723
Chr1:72358799-72360879	1	72358799	72360879	-	null					Not found	0	3.1205041
Chr1:72359037-72374586	1	72359037	72374586	+	null					Not found	0	2.5982995
Chr1:72380377-72387288	1	72380377	72387288	-	null					Not found	0	2.5830674
Chr1:72399185-72402327	1	72399185	72402327	-	null					Not found	0	4.412269
Chr1:72457880-72458952	1	72457880	72458952	+	null					Not found	0	0.7690682
Chr1:72462513-72464790	1	72462513	72464790	+	null					Not found	0	6.0031667
Chr1:72465418-72467915	1	72465418	72467915	+	null					Not found	0	3.0739336
Chr1:72468027-72472783	1	72468027	72472783	+	null					Not found	0	0.76817316
Chr1:72491815-72509365	1	72491815	72509365	+	null					Not found	0	0.24654227
Chr1:72545455-72564504	1	72545455	72564504	-	null					Not found	0	4.634261
Chr1:72580247-72584410	1	72580247	72584410	-	null					Not found	0	12.025804
Chr1:72617618-72621869	1	72617618	72621869	+	null					Not found	0	14.670635
Chr1:72624749-72629526	1	72624749	72629526	-	null					Not found	0	0.21168092
Chr1:72661267-72662358	1	72661267	72662358	-	null					Not found	0	0.55223274
Chr1:72666670-72674044	1	72666670	72674044	+	null					Not found	0	2.3279462
Chr1:72700273-72727311	1	72700273	72727311	+	null					Not found	0	8.559399
Chr1:72732528-72756082	1	72732528	72756082	-	null					Not found	0	2.6751094
Chr1:72756930-72758026	1	72756930	72758026	+	null					Not found	0	5.4855847
Chr1:72757874-72787148	1	72757874	72787148	-	null					Not found	0	4.5500846
Chr1:72788581-72790087	1	72788581	72790087	-	null					Not found	0	1.2720814
Chr1:72860326-72867935	1	72860326	72867935	-	null					Not found	0	11.435996
Chr1:72875611-72877878	1	72875611	72877878	-	null					Not found	0	0.22390725
Chr1:72879097-72881321	1	72879097	72881321	-	null					Not found	0	0.36993
Chr1:72903167-72926105	1	72903167	72926105	-	null					Not found	0	3.1200624
Chr1:72956075-72984346	1	72956075	72984346	-	null					Not found	0	0.54829
Chr1:73722669-73733788	1	73722669	73733788	+	null					Not found	0	8.899628
Chr1:73734601-73753141	1	73734601	73753141	+	null					Not found	0	12.57811
Chr1:75337133-75355559	1	75337133	75355559	+	null					Not found	0	0.53348786
Chr1:75356226-75366238	1	75356226	75366238	-	null					Not found	0	0.34381378
Chr1:75379997-75382054	1	75379997	75382054	-	null					Not found	0	0.4287367
Chr1:75642726-75643743	1	75642726	75643743	+	null					Not found	0	7.114741
Chr1:77803479-77808555	1	77803479	77808555	+	null					Not found	0	10.892192
Chr1:77836208-77843869	1	77836208	77843869	+	null					Not found	0	4.432614
Chr1:77869045-77876697	1	77869045	77876697	+	null					Not found	0	1.3044462
Chr1:77878092-77879519	1	77878092	77879519	+	null					Not found	0	0.6593739
Chr1:77879642-77881309	1	77879642	77881309	+	null					Not found	0	0.66852015
Chr1:77884318-77943631	1	77884318	77943631	+	null					Not found	0	0.3570536
Chr1:77994157-78012846	1	77994157	78012846	-	null					Not found	0	3.244416
Chr1:78015740-78024911	1	78015740	78024911	-	null					Not found	0	1.8893821
Chr1:78025972-78060466	1	78025972	78060466	-	null					Not found	0	3.122881
Chr1:78069087-78079689	1	78069087	78079689	-	null					Not found	0	2.0309114
Chr1:78090363-78110740	1	78090363	78110740	+	null					Not found	0	0.48199612
Chr1:78212630-78226335	1	78212630	78226335	+	null					Not found	0	1.3691905
Chr1:78277531-78333197	1	78277531	78333197	+	null					Not found	0	1.7765669
Chr1:78354203-78390902	1	78354203	78390902	-	null					Not found	0	2.0600562
Chr1:78417902-78422914	1	78417902	78422914	-	null					Not found	0	4.7966
Chr1:78420443-78426715	1	78420443	78426715	+	null					Not found	0	2.2687232
Chr1:78427315-78440702	1	78427315	78440702	+	null					Not found	0	0.12406632
Chr1:78456418-78573466	1	78456418	78573466	+	null					Not found	0	4.1991453
Chr1:78671190-78682849	1	78671190	78682849	-	null					Not found	0	5.8151603
Chr1:78710623-78724607	1	78710623	78724607	-	null					Not found	0	0.37582794
Chr1:78733114-78739113	1	78733114	78739113	+	null					Not found	0	3.930328
Chr1:78740354-78765886	1	78740354	78765886	-	null					Not found	0	5.832981
Chr1:78774224-78776008	1	78774224	78776008	-	null					Not found	0	0.3141287
Chr1:78779745-78796072	1	78779745	78796072	-	null					Not found	0	0.21952318
Chr1:78800820-78812474	1	78800820	78812474	-	null					Not found	0	5.1557364
Chr1:78843078-78851847	1	78843078	78851847	+	null					Not found	0	78.00592
Chr1:78845258-78851723	1	78845258	78851723	-	null					Not found	0	22.529709
Chr1:78876155-78880879	1	78876155	78880879	-	null					Not found	0	42.868385
Chr1:78893282-78899640	1	78893282	78899640	-	null					Not found	0	7.7013755
Chr1:78899783-78901415	1	78899783	78901415	-	null					Not found	0	2.7858148
Chr1:78922927-78926860	1	78922927	78926860	-	null					Not found	0	18.899704
Chr1:78933337-78934726	1	78933337	78934726	-	null					Not found	0	1.4628794
Chr1:78944060-78968305	1	78944060	78968305	+	null					Not found	0	2.6905024
Chr1:79796634-79798189	1	79796634	79798189	+	null					Not found	0	0.7533558
Chr1:79798739-79799773	1	79798739	79799773	+	null					Not found	0	0.89543426
Chr1:79805741-79816343	1	79805741	79816343	+	null					Not found	0	0.20055674
Chr1:79831733-79877080	1	79831733	79877080	-	null					Not found	0	6.358689
Chr1:79877250-79879169	1	79877250	79879169	-	null					Not found	0	1.7081673
Chr1:79898558-79909326	1	79898558	79909326	-	null					Not found	0	0.98929095
Chr1:79911575-79914217	1	79911575	79914217	-	null					Not found	0	11.716435
Chr1:79931198-79959387	1	79931198	79959387	-	null					Not found	0	2.2679937
Chr1:79981341-79999322	1	79981341	79999322	-	null					Not found	0	5.0064616
Chr1:80028947-80045294	1	80028947	80045294	-	null					Not found	0	0.9117057
Chr1:80047016-80056575	1	80047016	80056575	+	null					Not found	0	2.5187457
Chr1:80057147-80062307	1	80057147	80062307	-	null					Not found	0	6.0972705
Chr1:80063079-80066934	1	80063079	80066934	+	null					Not found	0	3.0449324
Chr1:80067269-80073215	1	80067269	80073215	+	null					Not found	0	1.4872305
Chr1:80087416-80119002	1	80087416	80119002	-	null					Not found	0	1.8673341
Chr1:80141669-80161218	1	80141669	80161218	-	null					Not found	0	1.6210896
Chr1:80170630-80186015	1	80170630	80186015	+	null					Not found	0	1.630606
Chr1:80195473-80208403	1	80195473	80208403	-	null					Not found	0	5.791913
Chr1:80214483-80221727	1	80214483	80221727	+	null					Not found	0	23.497993
Chr1:80256986-80268195	1	80256986	80268195	-	null					Not found	0	1.0887285
Chr1:80269212-80270948	1	80269212	80270948	+	null					Not found	0	0.7783967
Chr1:80287330-80289959	1	80287330	80289959	-	null					Not found	0	0.21481048
Chr1:80293595-80307006	1	80293595	80307006	-	null					Not found	0	1.5766879
Chr1:80335476-80367625	1	80335476	80367625	+	null					Not found	0	2.965452
Chr1:80415104-80417083	1	80415104	80417083	+	null					Not found	0	1.9887543
Chr1:80417560-80424388	1	80417560	80424388	-	null					Not found	0	0.38668507
Chr1:80439642-80471523	1	80439642	80471523	+	null					Not found	0	2.318941
Chr1:80491536-80515692	1	80491536	80515692	+	null					Not found	0	1.4356081
Chr1:80517244-80538583	1	80517244	80538583	+	null					Not found	0	0.19047277
Chr1:80540385-80544256	1	80540385	80544256	+	null					Not found	0	0.21202952
Chr1:80547719-80548936	1	80547719	80548936	+	null					Not found	0	1.15872
Chr1:80549049-80580660	1	80549049	80580660	+	null					Not found	0	3.361167
Chr1:80606772-80609328	1	80606772	80609328	+	null					Not found	0	0.13571039
Chr1:80612893-80615690	1	80612893	80615690	+	null					Not found	0	128.82858
Chr1:80616009-80617223	1	80616009	80617223	+	null					Not found	0	1.4994322
Chr1:80617356-80630195	1	80617356	80630195	+	null					Not found	0	3.6288745
Chr1:80631530-80666572	1	80631530	80666572	+	null					Not found	0	0.7119497
Chr1:80674604-80689111	1	80674604	80689111	+	null					Not found	0	0.34156966
Chr1:80820263-80829267	1	80820263	80829267	+	null					Not found	0	0.43446335
Chr1:80829649-80830700	1	80829649	80830700	+	null					Not found	0	0.30572277
Chr1:80830969-80835663	1	80830969	80835663	+	null					Not found	0	0.43490225
Chr1:80920821-80940028	1	80920821	80940028	-	null					Not found	0	2.8350377
Chr1:80944344-80946332	1	80944344	80946332	-	null					Not found	0	0.3531858
Chr1:80953199-80957318	1	80953199	80957318	-	null					Not found	0	0.5947183
Chr1:80966129-80968511	1	80966129	80968511	-	null					Not found	0	0.9083465
Chr1:80968898-80975455	1	80968898	80975455	-	null					Not found	0	0.8466275
Chr1:80982669-80984217	1	80982669	80984217	-	null					Not found	0	28.822456
Chr1:81035735-81046786	1	81035735	81046786	+	null					Not found	0	0.5647823
Chr1:81093305-81096530	1	81093305	81096530	-	null					Not found	0	0.48470783
Chr1:81099062-81101264	1	81099062	81101264	-	null					Not found	0	2.186038
Chr1:81122859-81130530	1	81122859	81130530	+	null					Not found	0	2.336562
Chr1:81137590-81152388	1	81137590	81152388	+	null					Not found	0	0.54688877
Chr1:81157762-81172903	1	81157762	81172903	+	null					Not found	0	1.6570215
Chr1:81260238-81282880	1	81260238	81282880	-	null					Not found	0	0.90036315
Chr1:81365200-81370085	1	81365200	81370085	-	null					Not found	0	21.922716
Chr1:81372736-81383597	1	81372736	81383597	-	null					Not found	0	3.084277
Chr1:81395862-81403864	1	81395862	81403864	-	null					Not found	0	21.342722
Chr1:81413338-81441664	1	81413338	81441664	-	null					Not found	0	1.0618833
Chr1:81448321-81450105	1	81448321	81450105	+	null					Not found	0	2.5248835
Chr1:81457045-81471998	1	81457045	81471998	-	null					Not found	0	0.39901727
Chr1:81779504-81797233	1	81779504	81797233	-	null					Not found	0	1.6051421
Chr1:81843666-81846795	1	81843666	81846795	+	null					Not found	0	14.693838
Chr1:81852428-81881583	1	81852428	81881583	+	null					Not found	0	31.21524
Chr1:81876288-81881544	1	81876288	81881544	-	null					Not found	0	18.61586
Chr1:81885523-81946817	1	81885523	81946817	+	null					Not found	0	3.0652325
Chr1:81950601-81957758	1	81950601	81957758	-	null					Not found	0	3.2013762
Chr1:81957929-81959842	1	81957929	81959842	-	null					Not found	0	1.5664909
Chr1:82070068-82088969	1	82070068	82088969	+	null					Not found	0	1.1255746
Chr1:82091148-82094631	1	82091148	82094631	-	null					Not found	0	0.8830519
Chr1:82094761-82097364	1	82094761	82097364	-	null					Not found	0	4.670633
Chr1:82097240-82107958	1	82097240	82107958	+	null					Not found	0	8.699586
Chr1:82097870-82100198	1	82097870	82100198	-	null					Not found	0	10.681371
Chr1:82112479-82114032	1	82112479	82114032	+	null					Not found	0	2.798084
Chr1:82114197-82120856	1	82114197	82120856	+	null					Not found	0	5.20371
Chr1:82137163-82163002	1	82137163	82163002	-	null					Not found	0	6.655578
Chr1:82163735-82166308	1	82163735	82166308	+	null					Not found	0	7.7666063
Chr1:82174395-82184042	1	82174395	82184042	-	null					Not found	0	4.108155
Chr1:82184777-82234012	1	82184777	82234012	-	null					Not found	0	3.2076635
Chr1:82248362-82252277	1	82248362	82252277	+	null					Not found	0	0.5279002
Chr1:82253661-82257059	1	82253661	82257059	+	null					Not found	0	0.4737328
Chr1:82413233-82419123	1	82413233	82419123	-	null					Not found	0	2.042651
Chr1:82423336-82452049	1	82423336	82452049	+	null					Not found	0	0.5708734
Chr1:82452540-82461598	1	82452540	82461598	-	null					Not found	0	0.5622064
Chr1:82463840-82469502	1	82463840	82469502	+	null					Not found	0	1.2931681
Chr1:82473785-82479667	1	82473785	82479667	-	null					Not found	0	1.1836655
Chr1:82503590-82511230	1	82503590	82511230	+	null					Not found	0	3.5689075
Chr1:82511860-82547161	1	82511860	82547161	+	null					Not found	0	3.7190793
Chr1:82549444-82581255	1	82549444	82581255	+	null					Not found	0	0.5575816
Chr1:83816435-83817607	1	83816435	83817607	+	null					Not found	0	5.2907104
Chr1:83969456-83977645	1	83969456	83977645	+	null					Not found	0	6.2780147
Chr1:83978606-83990642	1	83978606	83990642	+	null					Not found	0	3.218095
Chr1:83999676-84008406	1	83999676	84008406	+	null					Not found	0	1.5917289
Chr1:84009467-84017700	1	84009467	84017700	-	null					Not found	0	1.2468376
Chr1:84018921-84040146	1	84018921	84040146	+	null					Not found	0	0.617053
Chr1:84044551-84067054	1	84044551	84067054	-	null					Not found	0	1.1561232
Chr1:84067881-84091659	1	84067881	84091659	-	null					Not found	0	2.414461
Chr1:84118064-84152054	1	84118064	84152054	+	null					Not found	0	0.96150607
Chr1:84154739-84167991	1	84154739	84167991	+	null					Not found	0	0.5998283
Chr1:84168513-84254619	1	84168513	84254619	+	null					Not found	0	1.0852994
Chr1:84254745-84255746	1	84254745	84255746	+	null					Not found	0	4.407118
Chr1:84256117-84278257	1	84256117	84278257	-	null					Not found	0	1.434539
Chr1:84293111-84296303	1	84293111	84296303	-	null					Not found	0	1.1696225
Chr1:84335567-84337542	1	84335567	84337542	+	null					Not found	0	1.7058027
Chr1:84338380-84361571	1	84338380	84361571	+	null					Not found	0	4.615308
Chr1:84361750-84386186	1	84361750	84386186	-	null					Not found	0	0.9550532
Chr1:84400980-84451269	1	84400980	84451269	-	null					Not found	0	0.9612326
Chr1:84451468-84452813	1	84451468	84452813	-	null					Not found	0	1.6380329
Chr1:84470761-84473049	1	84470761	84473049	-	null					Not found	0	15.116512
Chr1:84473191-84491671	1	84473191	84491671	+	null					Not found	0	5.245214
Chr1:84529079-84547711	1	84529079	84547711	-	null					Not found	0	0.85895157
Chr1:84576133-84592442	1	84576133	84592442	-	null					Not found	0	0.44783372
Chr1:84652708-84657447	1	84652708	84657447	-	null					Not found	0	1.3981165
Chr1:84676638-84696624	1	84676638	84696624	-	null					Not found	0	0.64133006
Chr1:84696877-84700036	1	84696877	84700036	-	null					Not found	0	3.8267412
Chr1:84714611-84716633	1	84714611	84716633	+	null					Not found	0	2.0657187
Chr1:84717689-84739458	1	84717689	84739458	+	null					Not found	0	0.85424215
Chr1:84792511-84811903	1	84792511	84811903	+	null					Not found	0	0.047352694
Chr1:84878185-84881639	1	84878185	84881639	+	null					Not found	0	3.970342
Chr1:84881924-84899257	1	84881924	84899257	+	null					Not found	0	0.5643195
Chr1:84937036-84959145	1	84937036	84959145	+	null					Not found	0	1.0739436
Chr1:84972283-84973937	1	84972283	84973937	+	null					Not found	0	1.5521034
Chr1:84974181-84986559	1	84974181	84986559	+	null					Not found	0	4.3316693
Chr1:85103552-85107840	1	85103552	85107840	-	null					Not found	0	0.6847521
Chr1:85108031-85112608	1	85108031	85112608	-	null					Not found	0	3.5759938
Chr1:85112884-85130652	1	85112884	85130652	-	null					Not found	0	3.7398105
Chr1:85163122-85169812	1	85163122	85169812	-	null					Not found	0	0.22009905
Chr1:85170630-85173947	1	85170630	85173947	-	null					Not found	0	0.19832797
Chr1:85174240-85179108	1	85174240	85179108	-	null					Not found	0	0.19294928
Chr1:85180228-85181267	1	85180228	85181267	-	null					Not found	0	0.32349214
Chr1:85182032-85183995	1	85182032	85183995	-	null					Not found	0	0.23378584
