seqnames	start	end	strand	gene_name
1	87260835	87468288	-	Sipa1l3
1	87650207	87915794	+	Zfp84
1	87790104	87801872	+	LOC103690163
1	87817893	87825333	-	LOC103690038
1	87927141	87937516	-	Eif3k
1	87938042	87959569	+	Map4k1
1	87959712	88066101	-	Ryr1
1	88078350	88094330	+	Rasgrp4
1	88095241	88098785	-	Fam98c
1	88103719	88112683	-	Spred3
1	88113445	88116548	+	Ggn
1	88116812	88123643	-	Psmd8
1	88131554	88162583	-	Catsperg
1	88169378	88176610	-	Kcnk6
1	88182155	88192969	+	Yif1b
1	88192370	88193346	-	LOC100361913
1	88206813	88216556	+	LOC103690114
1	88232617	88240057	-	Zfp74
1	88324339	88336407	+	Zfp84
1	88350361	88361851	-	Zfp82
1	88415257	88428685	-	Zfp566
1	88451958	88453578	+	Zfp260
1	88457594	88465110	+	Zfp260
1	88542035	88544156	+	Zfp420
1	88581206	88605697	+	Zfp382
1	88620317	88621868	+	LOC687508
1	88652446	88657845	-	LOC100912380
1	88680856	88686615	-	LOC103690005
1	88686731	88688258	+	LOC103690054
1	88688299	88690534	-	Ovol3
1	88694824	88734223	-	Wdr62
1	88750462	88765220	+	Clip3
1	88766872	88772242	+	LOC108348106
1	88772904	88776999	+	Syne4
1	88779478	88780425	-	Sdhaf1
1	88819445	88826302	-	Lrfn3
1	88875375	88879303	+	Tyrobp
1	88879428	88881460	-	Hcst
1	88885937	88892615	+	Nfkbid
1	88897532	88908750	-	Aplp1
1	88910415	88920291	-	Kirrel2
1	88922433	88950559	+	Nphs1
1	88955135	88968501	+	Prodh2
1	88978344	88989552	-	Arhgap33
1	88994562	89007041	-	Proser3
1	89008117	89010256	+	Hspb6
1	89010257	89014189	-	Lin37
1	89016096	89017290	-	Psenen
1	89017479	89019937	+	U2af1l4
1	89020341	89022219	+	Igflr1
1	89023200	89042176	-	Kmt2b
1	89042806	89042881	+	Mir3569
1	89043086	89045586	-	Zbtb32
1	89060581	89068348	-	Upk1a
1	89075975	89084859	-	Cox6b1
1	89091239	89094530	-	Etv2
1	89099277	89109230	-	Rbm42
1	89109750	89124132	-	Haus5
1	89149998	89150862	+	LOC688924
1	89162639	89175811	+	Atp4a
1	89177992	89179825	-	Tmem147
1	89180063	89194602	-	Gapdhs
1	89202527	89206994	+	Sbsn
1	89215266	89229696	+	Dmkn
1	89232439	89235598	+	Krtdap
1	89258553	89258935	-	LOC100361079
1	89268938	89269930	-	Ffar2
1	89302039	89303968	-	Ffar3
1	89308475	89309379	-	Ffar1
1	89314558	89329418	-	Cd22
1	89345429	89360733	-	Mag
1	89368021	89369960	-	Hamp
1	89371794	89382463	-	Usf2
1	89383519	89399041	-	Lsr
1	89408935	89416745	+	Fam187b
1	89464860	89474252	-	Fxyd5
1	89474601	89483988	-	Fxyd7
1	89484199	89488223	-	Fxyd1
1	89491654	89502974	+	Lgi4
1	89502562	89509343	-	Fxyd3
1	89534106	89543967	-	Hpn
1	89550738	89560719	-	Scn1b
1	89563976	89590490	-	Gramd1a
1	89778890	89944752	-	Scgb2b24
1	89785552	89954289	+	Scgb1b24
1	90011306	90035522	-	Uba2
1	90045509	90057923	-	Pdcd2l
1	90063411	90091287	-	Gpi
1	90200876	90246297	-	Lsm14a
1	90506697	90520344	-	Kctd15
1	90542096	90685257	-	Chst8
1	90919076	90921047	+	LOC108348197
1	90948976	90949332	+	LOC108348111
1	90951771	90957082	-	LOC108348128
1	90957133	90962466	-	Alkbh6
1	90962707	90978907	-	LOC108348122
1	90995545	91034588	+	NEWGENE_1306714
1	91038886	91041121	+	Ovol3
1	91041214	91042230	-	Polr2i
1	91042635	91048483	+	Tbcb
1	91058529	91063928	-	Capns1
1	91071493	91074294	-	Cox7a1
1	91152635	91156060	+	LOC100912070
1	91173473	91178801	-	NEWGENE_1310561
1	91287917	91296656	-	Cebpg
1	91363492	91366164	+	Cebpa
1	91433030	91448564	+	Slc7a10
1	91448361	91462603	-	Lrp3
1	91488066	91526570	-	Wdr88
1	91529112	91578048	-	Gpatch1
1	91588228	91588609	-	Snrpg
1	91596397	91657395	+	Rhpn2
1	91657263	91663467	-	Faap24
1	91663736	91706094	+	Cep89
1	91716383	91738494	+	Slc7a9
1	91740933	91811547	-	Tdrd12
1	91820342	91832058	-	Nudt19
1	91855270	91855983	-	Rgs9bp
1	91857057	91958763	+	Ankrd27
1	91961020	91966418	-	Pdcd5
1	92002927	92069160	-	Dpy19l3
1	92087215	92120009	-	Zfp507
1	92703080	92774975	-	Tshz3
1	93851454	93949187	-	Zfp536
1	94346514	94404211	-	Uri1
1	94485832	94494980	-	Ccne1
1	94579080	94587219	+	LOC690000
1	94609377	94610854	-	Plekhf1
1	94661128	94669461	-	Pop4
1	94712021	94712086	+	Gm27671
1	94718402	94718876	+	Uqcrb
1	94780650	94784451	-	LOC365238
1	97632473	97660962	+	Vstm2b
1	97712177	97719005	+	MGC114499
1	97777685	97784139	+	LOC690284
1	97783806	97785490	-	LOC499136
1	98398660	98402968	+	Cd33
1	98414226	98421973	+	Siglecl1
1	98425903	98438776	+	LOC690483
1	98440186	98455920	+	Iglon5
1	98459834	98467262	-	Vsig10l
1	98472745	98486976	-	Etfb
1	98487631	98490315	-	Cldnd2
1	98492828	98493978	-	Nkg7
1	98495082	98501249	-	Lim2
1	98512625	98521706	-	Siglec10
1	98562346	98570949	-	Siglec5
1	98627372	98629936	+	Zfp17
1	98915867	99146038	-	Vom2r37
1	99299011	99303048	-	LOC687880
1	99323939	99327958	-	LOC100911689
1	99352141	99355932	+	Klk1c8
1	99447561	99460119	+	LOC100911976
1	99486253	99496209	+	LOC102546648
1	99505677	99512489	+	LOC102556967
1	99532568	99539227	+	Zfp819
1	99561523	99575684	+	Ceacam18
1	99599620	99605412	+	Ctu1
1	99616447	99621037	+	Klk14
1	99648658	99660277	+	Klk13
1	99706780	99711004	+	Klk12
1	99712108	99716648	+	Klk11
1	99718907	99722284	+	Klk10
1	99729704	99733996	+	Klk9
1	99734993	99742009	+	Klk8
1	99749936	99754435	+	Klk7
1	99762253	99769488	+	Klk6
1	99781237	99786330	+	Klk5
1	99829351	99834216	+	Klk4
1	99890294	99894353	-	Klk1c10
1	99947808	99964824	-	Klk1c6
1	99981045	99985422	-	Klk1c2
1	100037072	100040863	+	LOC103690048
1	100059967	100203329	+	Klk1b3
1	100161872	100163896	+	Klk1c3
1	100164400	100165425	+	LOC108348116
1	100189515	100196281	+	Klk15
1	100224401	100226725	+	Fv1
1	100227157	100234040	-	Acp4
1	100289295	100293558	-	Clec11a
1	100297152	100344377	+	Shank1
1	100379186	100408083	+	Syt3
1	100447998	100468868	+	Lrrc4b
1	100470722	100473459	+	Aspdh
1	100473643	100477351	+	Josd2
1	100495119	100501437	-	Emc10
1	100501676	100506022	+	Fam71e1
1	100506704	100530183	-	Mybpc2
1	100531457	100537377	-	Spib
1	100537900	100554488	-	Pold1
1	100554544	100559942	-	Nr1h2
1	100577056	100589836	+	Napsa
1	100593680	100607874	+	Kcnc3
1	100608966	100671074	-	Myh14
1	100708693	100721251	+	Izumo2
1	100736243	100746021	-	Zfp473
1	100755682	100783004	+	Vrk3
1	100808241	100810522	-	Atf5
1	100811755	100827111	+	Nup62
1	100830064	100836677	+	Il4i1
1	100836990	100845392	-	Tbc1d17
1	100845563	100851960	+	Akt1s1
1	100853902	100859084	+	Pnkp
1	100859349	100865894	-	Ptov1
1	100874976	100887853	-	Med25
1	100891866	100896807	+	Fuz
1	100896947	100926335	-	Ap2a1
1	100939740	100953975	+	Tsks
1	100955095	100969560	-	Cpt1c
1	100971273	100980340	-	Prmt1
1	100984550	100993269	-	Bcl2l12
1	100992405	100997198	+	Irf3
1	100997745	101008266	-	Scaf1
1	101012822	101016720	+	Rras
1	101023106	101046208	-	Prr12
1	101046563	101054851	-	Prrg2
1	101055622	101072938	+	Nosip
1	101076898	101086198	-	Rcn3
1	101086877	101095594	-	Fcgrt
1	101115974	101116058	+	Mir150
1	101116635	101118825	-	Rps11
1	101120325	101123402	-	Rpl13a
1	101120711	101131193	-	Gm45713
1	101124479	101131413	-	Flt3lg
1	101138248	101151320	-	Aldh16a1
1	101152734	101156805	+	Pih1d1
1	101161252	101173174	+	Slc17a7
1	101173382	101175570	-	Gfy
1	101178104	101178753	+	Pth2
1	101180657	101198801	-	Ccdc155
1	101205426	101210675	-	Dkkl1
1	101213788	101230477	+	Tead2
1	101230533	101236065	-	Cd37
1	101249522	101261233	+	Slc6a16
1	101293409	101323960	-	Trpm4
1	101324652	101328435	+	Hrc
1	101327998	101351879	-	Ppfia3
1	101358396	101360971	-	Lin7b
1	101367471	101388129	-	Snrnp70
1	101397828	101403320	+	Kcna7
1	101405314	101408145	+	Ntf4
1	101410019	101413724	+	Lhb
1	101413766	101426852	-	Ruvbl2
1	101427195	101447092	+	Gys1
1	101448346	101449829	-	LOC100360087
1	101451802	101457207	-	Bax
1	101466677	101476867	-	Dhdh
1	101474334	101511412	+	Tulp2
1	101480145	101500850	-	Nucb1
1	101511901	101514974	-	Ppp1r15a
1	101517714	101540802	+	Plekha4
1	101541266	101551059	+	Hsd17b14
1	101554642	101572080	+	Bcat2
1	101595579	101596822	-	Fgf21
1	101599018	101602436	+	Fut1
1	101603222	101608976	+	Izumo1
1	101610773	101621646	+	Rasip1
1	101623308	101627609	+	Mamstr
1	101631635	101651668	-	Fut2
1	101663205	101664436	-	Sec1
1	101669086	101677596	+	Ntn5
1	101682172	101687293	+	Car11
1	101687855	101692846	+	Dbp
1	101692973	101697277	-	Sphk2
1	101701975	101703550	+	Rpl18
1	101704746	101711379	+	Fam83e
1	101707613	101708286	-	Spaca4
1	101710959	101773508	-	Sult2b1
1	101796349	101803200	-	Cyth2
1	101805531	101809544	-	Kcnj14
1	101813684	101819478	-	Grwd1
1	101820461	101856881	-	Grin2d
1	101859346	101870232	+	Kdelr1
1	101872543	101883744	-	Syngr4
1	101884019	101900070	+	Tmem143
1	101900733	101903910	-	Emp3
1	101906903	101932998	+	Ccdc114
1	101959540	102013243	-	Abcc6
1	102017263	102068870	+	Nomo1
1	102103094	102106127	-	Kcnj11
1	102110708	102191287	-	Abcc8
1	102207096	102255459	-	Ush1c
1	102258124	102327201	+	Otog
1	102396538	102399248	+	Myod1
1	102414625	102456411	+	Kcnc1
1	102461329	102664951	-	Sergef
1	102669868	102699442	-	Tph1
1	102716649	102741581	-	LOC691143
1	102776082	102849430	-	Hps5
1	102849889	102877944	+	Gtf2h1
1	102900286	102909707	+	Ldha
1	102915191	102931839	+	Ldhc
1	102941231	102970950	-	Tsg101
1	102982123	103014388	-	Uevld
1	103053035	103053693	+	Gm9999
1	103064285	103065184	+	Vom1r70
1	103115216	103128743	-	Spty2d1
1	103172987	103177417	+	Tmem86a
1	103197915	103256823	-	Ptpn5
1	103298174	103323476	-	Mrgprx3
1	103379325	103380338	-	Mrgprx4
1	103425496	103426467	-	Mrgprb4
1	103544783	103545844	+	Mrgprb5
1	103630249	103631235	-	Mrgprb13
1	103681934	103682920	-	LOC100912474
1	103741503	103760913	-	Mrgprx2
1	103810204	103811148	-	Mrgprx2l
1	103897041	103909926	-	Mrgprb3
1	104023738	104024682	-	Mrgprx1
1	104106245	104145044	+	Zdhhc13
1	104147206	104166367	-	Csrp3
1	104187100	104202591	-	E2f8
1	104576589	104941552	+	Nav2
1	104969218	104973648	-	Dbx1
1	105094411	105109461	+	Htatip2
1	105113595	105200470	+	Prmt3
1	105284753	105336363	+	Slc6a5
1	105349069	106218958	+	Nell1
1	106405002	106406469	+	LOC100125384
1	106896790	106968885	+	Ano5
1	106998623	107038704	+	Slc17a6
1	107231292	107232305	-	Fancf
1	107262659	107363788	+	Gas2
1	107368117	107373807	-	Svip
1	107381357	107385257	-	Ccdc179
1	111849998	113527735	+	Luzp2
1	112158519	112811936	-	Gabrg3
1	112833944	112947451	-	Gabra5
1	112976770	113265364	+	Gabrb3
1	114046478	114149708	+	Siglech
1	114186853	114222516	+	Tubgcp5
1	114258719	114347137	+	Cyfip1
1	114348038	114371897	-	Nipa2
1	114386757	114422733	-	Nipa1
1	114453054	114653793	+	Herc2
1	114679537	114987433	+	Oca2
1	115975324	116141892	+	Atp10a
1	116152667	116153722	-	Fpr3
1	116565790	116567189	-	LOC100912195
1	116587815	116679973	+	Ube3a
1	118706333	118710586	-	LOC108349637
1	121175450	121175526	-	Gm25533
1	121185891	121185961	-	rno-mir-344b-2
1	121193138	121193235	-	Mir344b-1
1	121201252	121201322	-	rno-mir-344b-2
1	121240116	121240183	-	Gm23873
1	122309549	122309655	-	Mir344a-2
1	122373262	122373368	-	rno-mir-344a-1
1	122409917	122409995	-	Mir344g
1	122506559	122506657	-	Mir344i
1	122981755	122983351	+	Ndn
1	123015746	123019522	+	Magel2
1	123062863	123064642	-	Mkrn3
1	123097861	123100464	-	Peg12
1	123899657	124039196	-	Chrna7
1	124477164	124485724	+	Hmgn5b
1	124772596	124803363	-	Klf13
1	124983452	125099573	+	Trpm1
1	125042119	125042224	+	Mir211
1	125124743	125175857	+	Mtmr10
1	125181838	125209727	-	Fan1
1	125212849	125229052	-	Mphosph10
1	125229469	125252666	+	Mcee
1	125367280	125548890	+	Apba2
1	125553439	125967756	-	Fam189a1
1	126146489	126227469	-	Tjp1
1	126523169	126559489	+	Tarsl2
1	126586543	126595603	+	Tm2d3
1	126749508	126947392	+	Pcsk6
1	126961389	126974453	+	Snrpa1
1	126979575	126989344	+	Selenos
1	127010588	127071570	+	Chsy1
1	127166431	127292090	-	Lrrk1
1	127301128	127337882	-	Aldh1a3
1	127554785	127599257	-	Asb7
1	127604197	127625577	+	Lins1
1	127648234	127781017	+	Cers3
1	127802978	128124171	+	Adamts17
1	128199322	128203268	+	Lysmd4
1	128209971	128341263	-	Mef2a
1	128398115	128419758	+	LOC103691157
1	128486166	128604188	-	Lrrc28
1	128606770	128687893	+	Ttc23
1	128692112	128722048	-	Synm
1	128924966	129206516	+	Igf1r
1	129255396	129334292	+	Fam169b
1	129766100	129780356	-	Arrdc4
1	131448447	131460473	-	Nr2f2
1	133324301	133559975	-	Mctp2
1	133713281	133717580	-	LOC102553828
1	134699299	134742514	+	Rgma
1	134757934	134871167	-	Chd2
1	134873400	134887841	-	LOC108349594
1	135083974	135162685	+	Fam174b
1	135336374	135406700	-	St8sia2
1	135790810	136073540	-	Slco3a1
1	137014272	137315272	+	Akap13
1	137333881	137359072	-	Klhl25
1	137799185	138711126	+	Agbl1
1	139890560	140262503	-	Ntrk3
1	140469280	140477796	-	Mrpl46
1	140477868	140487248	+	Mrps11
1	140519702	140535934	-	Det1
1	140576396	140576490	+	Mir7a2
1	140584380	140593745	+	Aen
1	140601791	140608946	+	Isg20
1	140762758	140824441	+	Acan
1	140827295	140835151	-	Hapln3
1	140845465	140860894	-	Mfge8
1	140998240	141087405	+	Abhd2
1	141097695	141111400	-	Rlbp1
1	141120166	141172483	+	Fanci
1	141172531	141188031	-	Polg
1	141218095	141218277	+	LOC691427
1	141229342	141229456	-	Mir3597-3
1	141325856	141349881	-	Rhcg
1	141391262	141433109	+	Ticrr
1	141434625	141451075	-	Kif7
1	141458181	141471010	-	Plin1
1	141474180	141481315	-	Pex11a
1	141488272	141527475	+	Wdr93
1	141532390	141533908	-	Mesp1
1	141550633	141553230	+	Mesp2
1	141561334	141604273	-	Anpep
1	141612963	141655894	-	Ap3s2
1	141662850	141672810	-	Arpin
1	141767940	141870325	+	Zfp710
1	141821916	141830764	+	Echs1
1	141832774	141836250	+	Fuom
1	141866283	141893705	-	Idh2
1	141944081	141946193	+	LOC102548818
1	141956486	141964577	-	LOC102548889
1	141986145	142014398	+	Sema4b
1	142014958	142020525	-	Cib1
1	142034423	142050071	+	Ttll13
1	142050458	142056336	+	Ngrn
1	142060955	142083953	+	Vps33b
1	142087208	142108746	+	Prc1
1	142109252	142114634	-	Rccd1
1	142118917	142133627	-	Unc45a
1	142136452	142138737	+	Hddc3
1	142143799	142164263	-	Man2a2
1	142174648	142183884	-	Fes
1	142185094	142197182	-	Furin
1	142246790	142332588	-	Blm
1	142393207	142500383	-	Crtc3
1	142525046	142615673	-	Iqgap1
1	142679345	142695475	+	Zscan2
1	142711789	142720257	-	Wdr73
1	142721002	142724511	-	Nmb
1	142733434	142759882	-	Sec11a
1	142834157	142870995	+	Zfp592
1	142883040	142931940	+	Alpk3
1	142950540	142992615	+	Slc28a1
1	143036218	143159433	+	Pde8a
1	143167362	143169657	-	Rps17
1	143171264	143278485	-	Cpeb1
1	143283996	143315633	-	Ap3b2
1	143316235	143320037	-	LOC100360933
1	143360224	143360287	+	Scarna15
1	143364867	143398093	-	Fsd2
1	143401986	143430356	+	Whamm
1	143443300	143535583	-	Homer2
1	143583675	143589556	+	Ramac
1	143609731	143647124	-	Btbd1
1	143661521	143703759	+	Tm6sf1
1	143702853	143751789	-	Hdgfl3
1	143793064	143818706	-	Bnc1
1	144069638	144200397	+	Sh3gl3
1	144239020	144561247	+	Adamtsl3
1	144586260	144601335	-	Saxo2
1	144601410	144740735	+	Efl1
1	144831523	144835747	+	Mex3b
1	145715969	145760623	+	Tmc3
1	145770135	145780001	+	Stard5
1	145781928	145870912	-	Il16
1	145907094	145931583	-	Cfap161
1	146027822	146029840	-	Tlnrd1
1	146037426	146043097	+	Mesd
1	146069771	146226462	-	Cemip
1	146248503	146289465	-	Abhd17c
1	146399217	146556171	-	Arnt2
1	146713676	146736261	-	Fah
1	146745859	146823762	-	Zfand6
1	146976975	146989858	+	LOC100366231
1	147003850	147011657	+	LOC100911047
1	147021436	147022950	+	F8a1
1	147034668	147046809	-	Xlr3a
1	147060792	147077568	-	LOC100911002
1	147713892	147888007	+	Cyp2c6v1
1	148053687	148119857	-	Cyp2c7
1	148240504	148287217	+	LOC100361547
1	148424977	148443358	-	Vbp1
1	148846679	148847662	-	LOC100911376
1	148862493	148863446	+	Olr227
1	148927533	149175275	-	Vom2r42
1	149506822	149529350	-	Vom2r43
1	149578357	149579280	-	Olr12
1	149602346	149603272	-	LOC100909966
1	149632088	149633029	-	Olr14
1	149674493	149675443	-	Olr16
1	149682401	149683357	-	Olr17
1	149769831	149770781	-	Olr294
1	149777742	149778698	-	LOC100909935
1	149786382	149787308	-	Olr13
1	149816124	149817065	-	LOC100910049
1	149858529	149859479	-	LOC100910009
1	149913647	149914606	-	Olr19
1	149963547	149964539	+	Olr20
1	150067242	150068237	+	Olr23
1	150100236	150101177	-	Olr24
1	150130084	150131076	+	Olr25
1	150172375	150173316	-	Olr27
1	150209396	150210403	-	Olr29
1	150225373	150226302	+	Olr30
1	150261206	150262213	-	Olr32
1	150310319	150311257	+	Olr34
1	150323768	150395415	-	Folh1
1	150797084	150976194	+	Nox4
1	151012598	151106802	-	Tyr
1	151439409	151783392	+	Grm5
1	151918571	151949983	+	Ctsc
1	152072665	152153449	+	Rab38
1	152886996	153096269	-	Tmem135
1	153589471	153598375	+	Fzd4
1	153732532	153752541	-	Prss23
1	153861569	154056654	+	Me3
1	154064256	154111725	-	Ccdc81
1	154142836	154170409	-	Hikeshi
1	154189260	154216340	-	Eed
1	154371892	154376984	-	LOC102550036
1	154377247	154458425	+	Picalm
1	154478782	154507039	-	Ccdc83
1	154579949	154599430	+	Sytl2
1	154606490	154607602	+	Ccdc89
1	156262031	156275002	+	Tmem126b
1	156283128	156291052	+	Tmem126a
1	156294519	156296161	-	Crebzf
1	156326091	156327352	-	LOC100911776
1	156335279	156354353	-	Sytl2
1	156552328	157269747	+	Dlg2
1	157403595	157417147	+	Ccdc90b
1	157419123	157461588	-	Ankrd42
1	157468626	157494008	-	Pcf11
1	157573324	157660008	+	Rab30
1	157675765	157700064	-	Ddias
1	157701089	157750169	+	Prcp
1	157920786	157922274	+	Fam181b
1	161221246	161221333	+	Mir708
1	161401527	161880923	+	Tenm4
1	161922141	162034700	+	Nars2
1	162083030	162279727	+	Gab2
1	162284777	162300515	-	Usp35
1	162320730	162325013	+	Kctd21
1	162342051	162362141	+	Alg8
1	162369801	162376023	+	Ndufc2
1	162381253	162385575	-	Thrsp
1	162419262	162424825	+	Kctd14
1	162447680	162511355	+	Ints4
1	162519521	162533893	-	Aamdc
1	162549420	162662170	+	Rsf1
1	162676269	162696544	+	Clns1a
1	162703442	162713610	-	Aqp11
1	162768156	162883355	+	Pak1
1	162890475	162969727	+	Gdpd4
1	163001875	163071508	-	Myo7a
1	163073124	163129641	-	Capn5
1	163143917	163148948	-	B3gnt6
1	163160979	163263606	-	Acer3
1	163317282	163328591	-	Tsku
1	163398891	163433593	+	Gucy2e
1	163445527	163457424	+	Lrrc32
1	163545326	163611299	-	Emsy
1	163663407	163679191	+	Thap12
1	163797660	163813756	+	Wnt11
1	163844818	164101578	-	Uvrag
1	164113459	164143818	-	Dgat2
1	164181764	164205222	-	Mogat2
1	164225934	164292093	+	Map6
1	164301010	164308317	-	Serpinh1
1	164380577	164418593	+	Gdpd5
1	164425475	164430934	+	Klhl35
1	164435878	164441167	-	Rps3
1	164502389	164593139	+	Arrb1
1	164518401	164518495	+	Mir326
1	164589408	164590562	-	Tpbgl
1	164623599	164671577	-	Slco2b1
1	164705604	164718019	+	Olr35
1	164717029	164756039	+	Olr36
1	164803574	164814651	-	Neu3
1	164829896	164849749	-	Spcs2
1	164849974	164914499	+	Xrra1
1	164922080	164977633	-	Rnf169
1	165008912	165036435	+	Chrdl2
1	165083622	165123455	-	Pold3
1	165170645	165172972	+	Lipt2
1	165189985	165196948	+	Kcne3
1	165237847	165286980	+	Pgm2l1
1	165295847	165330322	+	P4ha3
1	165335242	165382216	-	Ppme1
1	165382690	165479655	+	C2cd3
1	165482155	165496206	+	Ucp3
1	165506361	165512744	+	Ucp2
1	165515726	165530095	-	Dnajb13
1	165549344	165552572	+	Coa4
1	165563788	165606375	-	Mrpl48
1	165625058	165664192	+	Rab6a
1	165665909	165680206	-	Plekhb1
1	165724451	165878652	+	Fam168a
1	165884407	165901923	-	Relt
1	165911718	165967069	-	Arhgef17
1	165921184	165921320	-	Mir3102
1	165972440	165997751	-	P2ry6
1	166031272	166037424	-	P2ry2
1	166125474	166395915	+	Fchsd2
1	166401271	166413564	-	Atg16l2
1	166428761	166457509	+	Stard10
1	166478005	166525255	+	Arap1
1	166534643	166626158	+	Pde2a
1	166589545	166589612	+	Mir139
1	166667169	166677026	-	Art2b
1	166739532	166866107	+	Clpb
1	166893734	166898252	+	Phox2a
1	166899894	166912524	-	Inppl1
1	166915045	166919302	-	Folr2
1	166934460	166943592	-	Folr1
1	166983175	166985054	+	Anapc15
1	166986013	166988062	-	Lrtomt
1	166991474	166997045	+	Lamtor1
1	166997967	167005839	-	Lrrc51
1	167051209	167091453	+	Numa1
1	167091522	167093560	-	Il18bp
1	167095962	167165265	-	Rnf121
1	167169442	167192801	+	Trpc2
1	167192810	167202767	-	Art5
1	167197549	167206614	+	Art1
1	167206722	167210919	-	Chrna10
1	167213866	167308851	-	Nup98
1	167309051	167334741	+	Pgap2
1	167335248	167347671	-	Rhog
1	167373678	167533420	+	Stim1
1	167538263	167562688	+	Rrm1
1	167587641	167588630	-	Olr39
1	167605282	167606343	-	Olr40
1	167660313	167661254	+	Olr41
1	167686173	167708714	-	Trim21
1	167719947	167720897	+	Olr43
1	167731836	167732783	-	Olr44
1	167748100	167749053	+	Olr45
1	167758636	167759580	+	Olr46
1	167769251	167770210	-	Olr47
1	167786337	167787409	+	Olr48
1	167811491	167812438	+	LOC684171
1	167826354	167827482	+	LOC684179
1	167835647	167849834	-	Trim68
1	167857056	167858024	+	LOC684208
1	167870452	167871405	+	Olr63
1	167874539	167875501	-	Olr62
1	167883728	167884690	-	Olr61
1	167892099	167893061	-	Olr60
1	167906061	167911961	-	Olr59
1	167937026	167937970	+	Olr57
1	167944448	167945398	+	Olr56
1	167970207	167971151	-	Olr53
1	167991639	167992529	-	LOC684170
1	168005316	168006266	+	Olr51
1	168014174	168015148	-	Olr50
1	168028367	168029293	-	Olr49
1	168072435	168073390	+	LOC684365
1	168081853	168082740	-	LOC684376
1	168092141	168093181	+	Olfr574
1	168117526	168118464	+	Olr67
1	168136959	168137927	+	Olr68
1	168142529	168144280	-	Olr69
1	168159870	168160811	-	Olr70
1	168176132	168177139	-	Olr72
1	168196862	168197806	+	Olr74
1	168204985	168205944	+	Olr75
1	168224275	168225234	+	Olr77
1	168237950	168238897	+	Olr78
1	168244888	168245829	+	Olr79
1	168282848	168283863	-	Olr80
1	168293741	168294679	+	Olr81
1	168309127	168310071	-	Olr82
1	168326922	168327860	+	Olr83
1	168341595	168342578	+	Olr84
1	168348458	168349393	+	Olr85
1	168378637	168379575	+	Olr86
1	168390615	168391553	+	Olr87
1	168403613	168404560	+	Olr88
1	168411463	168412413	+	Olr89
1	168447533	168448480	+	Olr91
1	168455308	168456252	-	Olr92
1	168463971	168464915	-	Olr93
1	168470190	168471161	-	Olr94
1	168478496	168479440	-	Olr95
1	168489077	168490033	+	Olr96
1	168500304	168501212	-	Olr97
1	168519499	168520446	+	Olr98
1	168546059	168547009	+	Olr101
1	168575090	168576040	+	Olr103
1	168586282	168587241	-	Olr104
1	168600160	168601107	-	Olr105
1	168610699	168611670	-	Olr106
1	168623150	168624103	+	Olr107
1	168639059	168640000	+	Olr108
1	168642925	168644038	-	Olr109
1	168655404	168656369	+	Olr110
1	168702166	168703107	-	Olr113
1	168709516	168710460	-	Olr114
1	168724703	168725656	-	Olr115
1	168794481	168795434	-	Olr119
1	168802413	168803357	-	Olr120
1	168818993	168819946	-	Olr121
1	168830222	168831172	+	Olr122
1	168852675	168853622	-	Olr124
1	168868461	168869420	-	Olr125
1	168882636	168883586	-	Olr126
1	168904712	168905659	-	Olr127
1	168929814	168930776	-	LOC103694854
1	168945449	168965566	+	LOC103694855
1	168957460	168958836	+	LOC103694857
1	168971274	168972725	-	Hbb
1	168992722	168994253	-	Hbg1
1	169000133	169001761	-	Hbe2
1	169003788	169005190	-	Hbe1
1	169031222	169032157	-	Olr129
1	169039802	169040725	-	Olr130
1	169050040	169050963	-	Olr131
1	169074475	169075422	+	Olr132
1	169115981	169116919	+	Olr135
1	169128570	169129523	+	Olr136
1	169145445	169152035	+	LOC499219
1	169153297	169154262	+	Olr137
1	169182969	169183916	+	Olr139
1	169208988	169209935	+	Olr140
1	169213684	169214634	-	Olr141
1	169229416	169230360	-	Olr142
1	169240508	169241446	+	Olr143
1	169247578	169248522	-	Olr144
1	169269385	169270329	-	Olr145
1	169305232	169306203	+	Olr148
1	169331646	169334093	-	Ubqln3
1	169341995	169344306	-	Ubqlnl
1	169371587	169372537	-	Olr149
1	169386007	169386939	-	Olr150
